,0,1,2,3,4
0,6.465683e-09,0.0011879393,0.039002478,0.95980954,6.028113e-10
1,9.25341e-07,0.10249565,0.0022877536,0.89521533,3.6249835e-07
2,3.8579049e-07,1.9610722e-09,9.57721e-10,0.99999964,3.2769256e-09
3,0.00016436483,3.2503866e-07,0.033092726,0.96674234,2.8480883e-07
4,1.1770742e-08,0.052145027,0.5038836,0.44397137,1.6273502e-08
5,5.4261726e-08,0.016041206,0.8249592,0.15899941,1.7902875e-11
6,1.4222877e-07,0.0029248986,0.01583855,0.98123646,7.183654e-10
7,2.3818728e-10,0.022108968,0.03403921,0.9438519,1.1626575e-11
8,0.0013069914,0.1621661,0.28564188,0.5508846,3.855551e-07
9,9.001653e-12,0.2587515,0.40453464,0.33671385,4.182831e-11
10,3.2463625e-08,0.7383384,2.1612036e-06,0.26165932,6.224553e-08
11,1.272263e-07,5.792181e-09,1.66736e-08,0.9999999,8.484778e-10
12,1.6917879e-06,3.899642e-05,1.4924032e-09,0.9998567,0.000102659214
13,4.608876e-08,5.2011258e-09,3.190767e-14,0.9999882,1.1834807e-05
14,5.979708e-05,0.045112483,0.83877695,0.11604874,2.0911039e-06
15,7.8867e-09,0.004476308,0.00093031855,0.99459285,4.5654957e-07
16,2.779909e-06,0.0028305654,0.53482175,0.46234047,4.4111935e-06
17,3.321106e-07,0.87299806,3.235778e-05,0.12696874,5.4646597e-07
18,4.2219176e-07,6.7493596e-07,0.0001947069,0.9998042,1.03178515e-08
19,1.9444205e-06,0.0011759237,0.0026186472,0.9962035,5.7416116e-10
20,0.00013317194,6.078718e-06,0.0008546234,0.99900454,1.5375621e-06
21,6.71278e-06,6.124609e-05,0.00024220967,0.9996793,1.0483399e-05
22,2.4300077e-06,0.36339408,3.8882995e-06,0.6365984,1.2124707e-06
23,6.481988e-08,0.055988472,0.051665794,0.89234567,1.2037747e-08
24,1.0652707e-07,0.015769288,6.8310546e-06,0.9842074,1.6436465e-05
25,1.818536e-07,4.6156665e-10,3.738797e-08,0.9996648,0.00033496568
26,1.0770478e-05,0.00724458,0.001108426,0.99163616,1.0702102e-07
27,1.4654769e-07,0.004880528,1.1502967e-07,0.99511886,4.134468e-07
28,1.9299344e-08,0.0040875794,0.0026413074,0.99327105,2.2568954e-11
29,5.996444e-11,2.2049837e-06,0.00021117032,0.9997867,2.5247657e-14
30,1.0568341e-08,6.844339e-06,1.8598439e-05,0.9999745,7.591045e-11
31,4.115971e-11,3.7501466e-06,4.81104e-05,0.99994814,1.0470421e-14
32,3.447708e-15,0.00016344101,1.7835622e-10,0.99983656,1.3526648e-12
33,1.1446343e-06,0.09985803,0.6254441,0.27469668,9.422277e-11
34,2.0825047e-20,8.600693e-10,6.2130773e-15,1.0,4.64724e-16
35,3.2454903e-20,4.0342904e-08,1.8401239e-11,1.0,1.6322044e-18
36,7.385046e-12,0.00027903524,1.3510252e-05,0.9997074,7.806078e-14
37,2.1470193e-07,0.037543707,9.51339e-07,0.9624377,1.748165e-05
38,4.48959e-17,1.1129761e-13,1.4929562e-20,1.0,3.2213698e-09
39,6.092836e-15,4.531743e-11,2.8828334e-10,1.0,2.4362895e-15
40,2.7494596e-18,1.2768759e-09,7.827156e-09,1.0,5.4101615e-21
41,6.1701946e-12,4.6956397e-12,8.000633e-16,1.0,2.0701416e-08
42,0.004230496,0.0003066176,2.904934e-09,0.0899132,0.90554965
43,4.4398176e-20,5.423116e-14,3.5878972e-20,1.0,9.204121e-13
44,2.7251068e-09,4.9222785e-05,5.156103e-05,0.99989915,2.673488e-10
45,4.6224766e-09,5.3252304e-05,1.7395645e-07,0.9999465,6.027446e-08
46,1.5348264e-11,3.0176103e-08,1.3495897e-08,1.0,4.1661348e-11
47,8.942074e-05,0.9841763,0.00056385744,0.015169738,7.188859e-07
48,1.6974488e-08,1.5680454e-05,8.773297e-05,0.9998965,9.412018e-10
49,3.8089688e-11,4.8478007e-08,4.2500286e-08,0.9999999,2.131062e-11
50,5.5677737e-15,3.5493828e-14,1.6515098e-15,1.0,7.295669e-13
51,7.7686797e-19,2.9921576e-08,5.89105e-14,1.0,3.6546383e-16
52,2.5519035e-16,2.698501e-12,5.739054e-17,1.0,7.85194e-11
53,2.622316e-08,1.4525763e-08,4.345212e-11,0.99999833,1.6630333e-06
54,6.2690773e-12,1.8270141e-08,1.2471626e-17,0.9986897,0.00131028
55,1.0528607e-07,5.751756e-05,4.0864663e-09,0.9999398,2.6354298e-06
56,6.6414894e-12,0.0010111546,8.745879e-05,0.99890137,1.1576336e-13
57,1.4399259e-17,4.660081e-06,5.333958e-09,0.99999535,5.420766e-17
58,3.4609694e-11,2.993326e-09,7.002367e-09,1.0,3.981035e-12
59,4.760495e-13,4.6049623e-05,9.003813e-06,0.9999449,5.3054866e-15
60,4.501283e-18,2.1127014e-10,1.3866846e-15,1.0,5.4751447e-14
61,3.7420945e-05,0.23797724,0.2054221,0.55656326,9.779191e-09
62,7.435384e-19,6.6985424e-11,1.0756165e-17,1.0,4.3040406e-12
63,3.8214153e-17,6.482473e-08,2.0207248e-16,0.9999999,6.3761374e-10
64,9.172117e-16,3.3116146e-05,3.7457412e-10,0.99996686,4.9503323e-14
65,9.755113e-12,7.837882e-09,3.590967e-11,1.0,1.1899546e-09
66,2.7325189e-12,3.1180345e-12,1.6211181e-15,1.0,5.0209376e-08
67,6.3646505e-11,2.0205437e-08,3.7578167e-07,0.99999964,1.5584035e-12
68,1.1169676e-17,6.409462e-10,6.93642e-13,1.0,1.377243e-15
69,1.4390082e-12,7.880356e-15,1.9159822e-15,1.0,2.152395e-10
70,8.9913543e-10,5.2001956e-06,2.7468186e-11,0.99999475,3.44605e-08
71,4.740358e-18,2.6441162e-13,2.1722747e-17,1.0,1.082578e-12
72,2.066955e-05,1.0900873e-06,1.4636119e-07,0.99997616,1.9268848e-06
73,6.1301336e-08,1.0048188e-09,4.149072e-13,0.9999901,9.830225e-06
74,0.0013326317,0.0006505865,0.0018229749,0.9961914,2.3755028e-06
75,0.0001802859,1.5845977e-07,5.361514e-09,0.9980433,0.0017762019
76,2.1344874e-10,4.5054205e-07,6.7977965e-08,0.9999995,4.021999e-10
77,7.520583e-12,9.219626e-06,3.0473925e-06,0.9999877,2.621968e-12
78,4.8551544e-13,7.559463e-08,7.36509e-12,0.9999999,1.1964246e-09
79,1.3348792e-15,4.12523e-07,1.4195048e-13,0.99999964,5.859098e-11
80,1.0738993e-16,1.5763878e-10,5.5988183e-18,1.0,4.8906967e-09
81,2.9030506e-14,1.896613e-08,9.470307e-15,1.0,9.07708e-09
82,6.3644695e-10,9.649772e-12,8.595352e-15,0.9999994,6.297474e-07
83,2.0277193e-07,1.1146715e-06,5.2078144e-11,0.99923766,0.00076106883
84,1.2113041e-09,2.8067163e-07,0.066062294,0.93393743,2.3200828e-18
85,2.5108807e-06,0.053506054,0.56700826,0.37948316,2.9821963e-12
86,1.2477015e-08,3.4968154e-05,0.0007683173,0.9991967,9.880137e-12
87,0.999951,2.4675488e-08,6.8923015e-08,1.3814566e-10,4.886486e-05
88,8.0218314e-08,0.0001411145,0.105058156,0.8948007,1.2357227e-13
89,9.319443e-08,0.014429882,0.949901,0.03566898,2.2597488e-12
90,1.5066821e-09,4.907468e-07,9.305156e-07,0.99999857,7.655726e-12
91,5.8485495e-15,0.00014105572,0.00020574025,0.9996532,1.0630085e-17
92,7.265274e-05,6.872365e-06,1.572836e-05,0.99990475,9.462284e-09
93,1.1416712e-11,0.0011172206,2.6756077e-06,0.9988801,2.3415209e-11
94,4.702539e-13,0.0028213116,3.180458e-06,0.99717546,1.8792018e-13
95,2.9335074e-09,3.0947176e-06,3.5270155e-06,0.9999933,6.338023e-10
96,5.601409e-07,7.5738004e-05,1.26445245e-08,0.99949014,0.00043353185
97,7.979269e-08,5.0882775e-12,2.8864988e-13,0.9999962,3.6943388e-06
98,2.8139953e-06,0.00086180796,0.9991015,3.3887387e-05,6.416458e-13
99,8.973642e-19,3.9026324e-07,2.2230758e-13,0.99999964,8.909496e-16
100,1.5952567e-06,4.6490365e-07,3.6263094e-07,0.9999976,5.7847154e-09
101,3.631377e-08,0.9998536,1.5747515e-05,0.00013066603,1.7020346e-08
102,3.638113e-08,0.00033821646,0.00014265181,0.9995191,1.3097787e-09
103,2.5987229e-05,0.74056584,0.029205931,0.23019995,2.3229213e-06
104,4.0274596e-08,1.1047676e-06,3.482031e-06,0.99999535,1.1720905e-09
105,0.000108689186,5.6833735e-05,0.1210399,0.87879455,6.2127e-10
106,1.2716583e-11,0.017238462,4.224116e-05,0.9827193,1.5990519e-12
107,8.928805e-10,0.006643358,0.07991307,0.91344357,3.6263297e-13
108,1.7090267e-13,1.6474178e-10,1.2492487e-14,1.0,3.840786e-10
109,1.1739331e-11,1.5931968e-09,7.7784565e-16,0.9999783,2.166252e-05
110,1.58603e-17,1.6793856e-09,7.665393e-09,1.0,1.4244916e-19
111,5.2817705e-14,5.2780322e-11,1.3341659e-13,1.0,6.010688e-11
112,0.0053601903,0.0017992561,0.84917766,0.14366288,2.1223231e-08
113,1.2133671e-05,0.8792127,0.014345286,0.10642984,2.5392946e-09
114,4.3894732e-09,3.5403104e-06,1.1562887e-05,0.99998486,1.7531772e-12
115,0.9977163,1.3838958e-05,0.0022529138,1.674613e-05,2.7898892e-07
116,5.1167568e-08,0.000393326,0.9808251,0.01878156,3.214444e-15
117,2.391198e-11,1.652983e-05,0.00013348996,0.9998499,5.964874e-14
118,3.8267098e-07,1.7706318e-05,2.513667e-06,0.9999794,2.2457556e-08
119,5.2163807e-10,1.0245108e-07,2.7283942e-05,0.9999726,1.24480944e-14
120,4.0488217e-06,9.920612e-06,3.2801574e-05,0.99995327,2.835081e-09
121,3.711398e-10,0.00038536574,5.2300613e-05,0.9995623,1.9687293e-11
122,1.6230598e-15,7.9632184e-07,2.1753511e-08,0.99999917,1.0220195e-16
123,2.23836e-08,0.0004804259,0.0001300756,0.9993894,1.1036807e-09
124,2.0492693e-07,2.210609e-09,9.404064e-13,0.999175,0.00082476996
125,2.7761413e-10,2.3966303e-08,6.5260785e-17,0.98699933,0.013000657
126,0.21404237,0.0058008707,0.77413094,0.0060225786,3.2171918e-06
127,1.0092619e-12,0.00039605325,1.428885e-05,0.9995896,2.789339e-14
128,0.02061621,0.0005456778,0.0018886548,0.9769414,8.0662785e-06
129,4.2763177e-06,0.95175904,0.0033738103,0.044862475,3.049693e-07
130,0.0007644202,0.0022493298,0.80198085,0.19500549,2.0683095e-09
131,0.005108024,0.0025973585,0.96163845,0.030656112,1.1629921e-08
132,4.625508e-10,6.8238585e-08,1.0073834e-08,0.9999999,1.1924393e-10
133,5.3236243e-05,4.3660708e-07,3.8280227e-06,0.9999424,7.607801e-08
134,3.307767e-09,0.004845818,0.002901872,0.9922523,7.215916e-13
135,3.6625227e-08,0.18163785,0.4823219,0.33604014,1.560304e-12
136,9.7735784e-14,1.03525825e-11,9.4723926e-17,1.0,1.2713649e-08
137,1.490576e-11,5.4978816e-08,2.3586911e-15,0.99984956,0.00015037169
138,1.25156595e-11,1.11723075e-07,2.127635e-06,0.99999774,4.991308e-15
139,2.7952116e-16,1.9268686e-13,2.240976e-15,1.0,1.7978754e-14
